ts,df3
2010-01-08 21:00:00,1291.0999999999995
2010-01-08 22:00:00,621.3333333333335
2010-01-08 23:00:00,292.69999999999993
2010-01-09 00:00:00,286.23333333333346
2010-01-09 01:00:00,280.6333333333333
2010-01-09 02:00:00,266.90000000000003
2010-01-09 03:00:00,279.36666666666673
2010-01-09 04:00:00,265.80000000000007
2010-01-09 05:00:00,260.8999999999999
2010-01-09 06:00:00,327.3333333333333
2010-01-09 07:00:00,1012.7999999999997
2010-01-09 08:00:00,627.1666666666669
2010-01-09 09:00:00,411.43333333333356
2010-01-09 10:00:00,259.0666666666666
2010-01-09 11:00:00,323.56666666666666
2010-01-09 12:00:00,296.3666666666668
2010-01-09 13:00:00,479.79999999999984
2010-01-09 14:00:00,631.1666666666667
2010-01-09 15:00:00,485.13333333333327
2010-01-09 16:00:00,416.5666666666668
2010-01-09 17:00:00,734.5333333333331
2010-01-09 18:00:00,2151.866666666667
2010-01-09 19:00:00,2550.133333333334
2010-01-09 20:00:00,846.9
2010-01-09 21:00:00,1847.7666666666667
2010-01-09 22:00:00,816.6333333333334
2010-01-09 23:00:00,720.2666666666668
2010-01-10 00:00:00,441.59999999999985
2010-01-10 01:00:00,251.6
2010-01-10 02:00:00,252.2666666666668
2010-01-10 03:00:00,260.63333333333327
2010-01-10 04:00:00,243.06666666666658
2010-01-10 05:00:00,244.83333333333317
2010-01-10 06:00:00,266.13333333333327
2010-01-10 07:00:00,243.9333333333333
2010-01-10 08:00:00,261.36666666666656
2010-01-10 09:00:00,793.0000000000001
2010-01-10 10:00:00,1136.2666666666667
2010-01-10 11:00:00,1290.3666666666666
2010-01-10 12:00:00,925.1
2010-01-10 13:00:00,959.5333333333333
2010-01-10 14:00:00,1625.3333333333335
2010-01-10 15:00:00,1845.966666666667
2010-01-10 16:00:00,2035.1333333333332
2010-01-10 17:00:00,1697.0333333333335
2010-01-10 18:00:00,1863.9333333333334
2010-01-10 19:00:00,1504.7666666666669
2010-01-10 20:00:00,1397.1999999999996
2010-01-10 21:00:00,1190.766666666667
2010-01-10 22:00:00,1032.0999999999997
2010-01-10 23:00:00,341.8333333333336
2010-01-11 00:00:00,269.1333333333332
2010-01-11 01:00:00,259.8333333333333
2010-01-11 02:00:00,254.06666666666652
2010-01-11 03:00:00,264.76666666666665
2010-01-11 04:00:00,257.70000000000005
2010-01-11 05:00:00,248.16666666666663
2010-01-11 06:00:00,650.0333333333333
2010-01-11 07:00:00,1417.9333333333334
2010-01-11 08:00:00,342.7000000000002
2010-01-11 09:00:00,318.7000000000002
2010-01-11 10:00:00,336.7999999999999
2010-01-11 11:00:00,314.6333333333334
2010-01-11 12:00:00,311.2333333333332
2010-01-11 13:00:00,349.7
2010-01-11 14:00:00,335.43333333333334
2010-01-11 15:00:00,324.23333333333335
2010-01-11 16:00:00,417.33333333333326
2010-01-11 17:00:00,645.7666666666668
2010-01-11 18:00:00,919.8666666666667
2010-01-11 19:00:00,1751.5666666666673
2010-01-11 20:00:00,1642.0666666666666
2010-01-11 21:00:00,1136.5000000000002
2010-01-11 22:00:00,414.5
2010-01-11 23:00:00,258.73333333333335
2010-01-12 00:00:00,251.56666666666646
2010-01-12 01:00:00,273.76666666666665
2010-01-12 02:00:00,255.49999999999991
2010-01-12 03:00:00,258.4000000000001
2010-01-12 04:00:00,266.8666666666667
2010-01-12 05:00:00,248.6
2010-01-12 06:00:00,732.3000000000002
2010-01-12 07:00:00,1109.0666666666664
2010-01-12 08:00:00,1212.8333333333335
2010-01-12 09:00:00,553.8999999999999
2010-01-12 10:00:00,745.6666666666667
2010-01-12 11:00:00,666.7333333333335
2010-01-12 12:00:00,345.50000000000006
2010-01-12 13:00:00,488.4333333333333
2010-01-12 14:00:00,356.49999999999994
2010-01-12 15:00:00,0.0
2010-01-12 16:00:00,0.0
2010-01-12 17:00:00,0.0
2010-01-12 18:00:00,0.0
2010-01-12 19:00:00,0.0
2010-01-12 20:00:00,0.0
2010-01-12 21:00:00,0.0
2010-01-12 22:00:00,0.0
2010-01-12 23:00:00,0.0
2010-01-13 00:00:00,0.0
2010-01-13 01:00:00,0.0
2010-01-13 02:00:00,0.0
2010-01-13 03:00:00,0.0
2010-01-13 04:00:00,0.0
2010-01-13 05:00:00,0.0
2010-01-13 06:00:00,0.0
2010-01-13 07:00:00,0.0
2010-01-13 08:00:00,0.0
2010-01-13 09:00:00,0.0
2010-01-13 10:00:00,0.0
2010-01-13 11:00:00,0.0
2010-01-13 12:00:00,0.0
2010-01-13 13:00:00,0.0
2010-01-13 14:00:00,0.0
2010-01-13 15:00:00,0.0
2010-01-13 16:00:00,0.0
2010-01-13 17:00:00,0.0
2010-01-13 18:00:00,0.0
2010-01-13 19:00:00,0.0
2010-01-13 20:00:00,0.0
2010-01-13 21:00:00,0.0
2010-01-13 22:00:00,0.0
2010-01-13 23:00:00,0.0
2010-01-14 00:00:00,0.0
2010-01-14 01:00:00,0.0
2010-01-14 02:00:00,0.0
2010-01-14 03:00:00,0.0
2010-01-14 04:00:00,0.0
2010-01-14 05:00:00,0.0
2010-01-14 06:00:00,0.0
2010-01-14 07:00:00,0.0
2010-01-14 08:00:00,0.0
2010-01-14 09:00:00,0.0
2010-01-14 10:00:00,0.0
2010-01-14 11:00:00,0.0
2010-01-14 12:00:00,0.0
2010-01-14 13:00:00,0.0
2010-01-14 14:00:00,0.0
2010-01-14 15:00:00,0.0
2010-01-14 16:00:00,0.0
2010-01-14 17:00:00,0.0
2010-01-14 18:00:00,0.0
2010-01-14 19:00:00,1939.6333333333328
2010-01-14 20:00:00,1602.7333333333331
2010-01-14 21:00:00,1400.966666666667
2010-01-14 22:00:00,1093.3333333333333
2010-01-14 23:00:00,404.4666666666668
2010-01-15 00:00:00,258.8333333333332
2010-01-15 01:00:00,257.7
2010-01-15 02:00:00,258.0999999999999
2010-01-15 03:00:00,245.4666666666665
2010-01-15 04:00:00,245.26666666666654
2010-01-15 05:00:00,265.0666666666666
2010-01-15 06:00:00,538.9000000000002
2010-01-15 07:00:00,976.966666666667
2010-01-15 08:00:00,916.9666666666666
2010-01-15 09:00:00,958.6666666666663
2010-01-15 10:00:00,296.7999999999999
2010-01-15 11:00:00,379.56666666666655
2010-01-15 12:00:00,463.56666666666666
2010-01-15 13:00:00,409.16666666666674
2010-01-15 14:00:00,423.4333333333335
2010-01-15 15:00:00,549.3666666666667
2010-01-15 16:00:00,952.6000000000003
2010-01-15 17:00:00,1215.4666666666667
2010-01-15 18:00:00,1519.7666666666669
2010-01-15 19:00:00,2095.1
2010-01-15 20:00:00,2337.8
2010-01-15 21:00:00,1649.7666666666662
2010-01-15 22:00:00,576.1333333333333
2010-01-15 23:00:00,367.1999999999999
2010-01-16 00:00:00,270.26666666666665
2010-01-16 01:00:00,256.23333333333335
2010-01-16 02:00:00,266.2999999999999
2010-01-16 03:00:00,257.06666666666666
2010-01-16 04:00:00,257.96666666666664
2010-01-16 05:00:00,265.1333333333334
2010-01-16 06:00:00,293.2000000000001
2010-01-16 07:00:00,1349.5666666666666
2010-01-16 08:00:00,868.4333333333337
2010-01-16 09:00:00,727.0000000000003
2010-01-16 10:00:00,850.1999999999997
2010-01-16 11:00:00,933.6333333333334
2010-01-16 12:00:00,682.3333333333333
2010-01-16 13:00:00,709.4333333333333
2010-01-16 14:00:00,435.7333333333336
2010-01-16 15:00:00,615.1666666666667
2010-01-16 16:00:00,517.7666666666665
2010-01-16 17:00:00,545.3
2010-01-16 18:00:00,1159.8000000000004
2010-01-16 19:00:00,1102.4666666666667
2010-01-16 20:00:00,1591.2333333333331
2010-01-16 21:00:00,1175.5666666666666
2010-01-16 22:00:00,1217.6999999999996
2010-01-16 23:00:00,815.7000000000003
2010-01-17 00:00:00,308.96666666666664
2010-01-17 01:00:00,272.53333333333336
2010-01-17 02:00:00,249.7333333333333
2010-01-17 03:00:00,275.8666666666667
2010-01-17 04:00:00,253.56666666666663
2010-01-17 05:00:00,251.96666666666644
2010-01-17 06:00:00,284.36666666666645
2010-01-17 07:00:00,247.36666666666665
2010-01-17 08:00:00,591.4999999999999
2010-01-17 09:00:00,440.36666666666656
2010-01-17 10:00:00,374.4
2010-01-17 11:00:00,349.16666666666663
2010-01-17 12:00:00,396.69999999999993
2010-01-17 13:00:00,627.4666666666667
2010-01-17 14:00:00,652.1000000000001
2010-01-17 15:00:00,699.8333333333331
2010-01-17 16:00:00,544.5666666666667
2010-01-17 17:00:00,1135.266666666666
2010-01-17 18:00:00,1174.466666666667
2010-01-17 19:00:00,1411.6
2010-01-17 20:00:00,1249.9666666666667
2010-01-17 21:00:00,1556.6666666666665
2010-01-17 22:00:00,830.6333333333334
2010-01-17 23:00:00,262.8666666666666
2010-01-18 00:00:00,272.3
2010-01-18 01:00:00,252.13333333333324
2010-01-18 02:00:00,250.4333333333332
2010-01-18 03:00:00,265.3666666666666
2010-01-18 04:00:00,254.7333333333333
2010-01-18 05:00:00,264.93333333333345
2010-01-18 06:00:00,645.2
2010-01-18 07:00:00,1302.9333333333334
2010-01-18 08:00:00,884.7333333333332
2010-01-18 09:00:00,848.2666666666668
2010-01-18 10:00:00,538.6333333333333
2010-01-18 11:00:00,379.20000000000016
2010-01-18 12:00:00,475.9333333333333
2010-01-18 13:00:00,318.96666666666675
2010-01-18 14:00:00,373.76666666666665
2010-01-18 15:00:00,410.66666666666674
2010-01-18 16:00:00,395.0
2010-01-18 17:00:00,1099.5000000000002
2010-01-18 18:00:00,1503.466666666667
2010-01-18 19:00:00,1315.4999999999998
2010-01-18 20:00:00,1744.466666666667
2010-01-18 21:00:00,1949.4
2010-01-18 22:00:00,1034.0000000000002
2010-01-18 23:00:00,679.0999999999998
2010-01-19 00:00:00,441.66666666666686
2010-01-19 01:00:00,277.8333333333333
2010-01-19 02:00:00,255.10000000000005
2010-01-19 03:00:00,259.3666666666666
2010-01-19 04:00:00,259.1000000000001
2010-01-19 05:00:00,245.03333333333325
2010-01-19 06:00:00,589.5333333333333
2010-01-19 07:00:00,1655.466666666667
2010-01-19 08:00:00,496.5666666666667
2010-01-19 09:00:00,261.20000000000005
2010-01-19 10:00:00,514.3333333333333
2010-01-19 11:00:00,428.20000000000016
2010-01-19 12:00:00,620.8999999999999
2010-01-19 13:00:00,394.23333333333335
2010-01-19 14:00:00,548.1999999999998
2010-01-19 15:00:00,910.9000000000003
2010-01-19 16:00:00,1049.1666666666665
2010-01-19 17:00:00,1013.033333333333
2010-01-19 18:00:00,1686.166666666667
2010-01-19 19:00:00,2413.7666666666664
2010-01-19 20:00:00,1880.3000000000006
2010-01-19 21:00:00,1522.9333333333334
2010-01-19 22:00:00,483.06666666666695
2010-01-19 23:00:00,344.40000000000015
2010-01-20 00:00:00,265.23333333333335
2010-01-20 01:00:00,277.76666666666665
2010-01-20 02:00:00,273.96666666666664
2010-01-20 03:00:00,269.3666666666667
2010-01-20 04:00:00,298.4000000000001
2010-01-20 05:00:00,261.9333333333334
2010-01-20 06:00:00,1053.5
2010-01-20 07:00:00,2122.5
2010-01-20 08:00:00,517.2000000000003
2010-01-20 09:00:00,450.89999999999986
2010-01-20 10:00:00,476.8999999999999
2010-01-20 11:00:00,302.06666666666666
2010-01-20 12:00:00,611.9999999999999
2010-01-20 13:00:00,412.10000000000014
2010-01-20 14:00:00,389.70000000000016
2010-01-20 15:00:00,366.8666666666666
2010-01-20 16:00:00,588.1666666666667
2010-01-20 17:00:00,862.4666666666666
2010-01-20 18:00:00,1748.5666666666666
2010-01-20 19:00:00,2442.066666666666
2010-01-20 20:00:00,1518.7666666666669
2010-01-20 21:00:00,1797.9333333333338
2010-01-20 22:00:00,1194.8333333333333
2010-01-20 23:00:00,471.26666666666654
2010-01-21 00:00:00,265.7666666666668
2010-01-21 01:00:00,275.79999999999995
2010-01-21 02:00:00,254.46666666666667
2010-01-21 03:00:00,265.86666666666656
2010-01-21 04:00:00,261.0999999999998
2010-01-21 05:00:00,271.3999999999999
2010-01-21 06:00:00,701.3333333333335
2010-01-21 07:00:00,1948.2000000000005
2010-01-21 08:00:00,1194.2333333333333
2010-01-21 09:00:00,388.23333333333335
2010-01-21 10:00:00,287.83333333333337
2010-01-21 11:00:00,256.43333333333334
2010-01-21 12:00:00,360.1
2010-01-21 13:00:00,356.4000000000001
2010-01-21 14:00:00,402.9666666666666
2010-01-21 15:00:00,274.9666666666668
2010-01-21 16:00:00,292.8333333333333
2010-01-21 17:00:00,701.8000000000002
2010-01-21 18:00:00,1881.533333333333
2010-01-21 19:00:00,2080.366666666667
2010-01-21 20:00:00,1784.0333333333335
2010-01-21 21:00:00,1534.1333333333334
2010-01-21 22:00:00,1096.2333333333333
2010-01-21 23:00:00,700.8999999999999
2010-01-22 00:00:00,509.9000000000002
2010-01-22 01:00:00,273.33333333333326
2010-01-22 02:00:00,260.7000000000001
2010-01-22 03:00:00,273.33333333333326
2010-01-22 04:00:00,281.8666666666666
2010-01-22 05:00:00,258.16666666666663
2010-01-22 06:00:00,780.0333333333333
2010-01-22 07:00:00,681.5666666666667
2010-01-22 08:00:00,715.3333333333335
2010-01-22 09:00:00,764.9666666666667
2010-01-22 10:00:00,264.20000000000005
2010-01-22 11:00:00,245.1
2010-01-22 12:00:00,257.96666666666664
2010-01-22 13:00:00,469.60000000000014
2010-01-22 14:00:00,251.7
2010-01-22 15:00:00,264.96666666666664
2010-01-22 16:00:00,480.0666666666667
2010-01-22 17:00:00,566.0333333333333
2010-01-22 18:00:00,1044.2666666666667
2010-01-22 19:00:00,1323.0333333333338
2010-01-22 20:00:00,1064.7666666666667
2010-01-22 21:00:00,1427.3666666666668
2010-01-22 22:00:00,1407.6
2010-01-22 23:00:00,414.9
2010-01-23 00:00:00,240.39999999999995
2010-01-23 01:00:00,260.8000000000002
2010-01-23 02:00:00,249.36666666666676
2010-01-23 03:00:00,250.13333333333324
2010-01-23 04:00:00,265.1
2010-01-23 05:00:00,258.9333333333335
2010-01-23 06:00:00,287.53333333333336
2010-01-23 07:00:00,1422.0000000000002
2010-01-23 08:00:00,799.9000000000003
2010-01-23 09:00:00,615.1999999999998
2010-01-23 10:00:00,938.3333333333335
2010-01-23 11:00:00,848.8666666666667
2010-01-23 12:00:00,727.3000000000003
2010-01-23 13:00:00,928.2999999999997
2010-01-23 14:00:00,681.0999999999998
2010-01-23 15:00:00,811.7666666666668
2010-01-23 16:00:00,767.8333333333335
2010-01-23 17:00:00,1262.1
2010-01-23 18:00:00,2289.5333333333333
2010-01-23 19:00:00,1822.2000000000005
2010-01-23 20:00:00,1523.3333333333335
2010-01-23 21:00:00,1432.8333333333335
2010-01-23 22:00:00,1145.3666666666666
2010-01-23 23:00:00,385.9333333333332
2010-01-24 00:00:00,306.6999999999999
2010-01-24 01:00:00,325.03333333333336
2010-01-24 02:00:00,272.3
2010-01-24 03:00:00,286.1
2010-01-24 04:00:00,278.9333333333332
2010-01-24 05:00:00,280.3333333333333
2010-01-24 06:00:00,286.3666666666667
2010-01-24 07:00:00,277.7666666666668
2010-01-24 08:00:00,656.1666666666665
2010-01-24 09:00:00,1206.9666666666672
2010-01-24 10:00:00,1329.833333333334
2010-01-24 11:00:00,1519.9666666666665
2010-01-24 12:00:00,1356.2666666666667
2010-01-24 13:00:00,755.8000000000003
2010-01-24 14:00:00,735.5333333333333
2010-01-24 15:00:00,1359.3666666666668
2010-01-24 16:00:00,1412.4333333333334
2010-01-24 17:00:00,1431.9999999999998
2010-01-24 18:00:00,1172.4
2010-01-24 19:00:00,1507.1333333333341
2010-01-24 20:00:00,1265.0333333333333
2010-01-24 21:00:00,1221.066666666667
2010-01-24 22:00:00,962.4999999999997
2010-01-24 23:00:00,315.66666666666674
2010-01-25 00:00:00,296.03333333333336
2010-01-25 01:00:00,289.3666666666665
2010-01-25 02:00:00,274.66666666666663
2010-01-25 03:00:00,292.1
2010-01-25 04:00:00,278.53333333333336
2010-01-25 05:00:00,262.70000000000005
2010-01-25 06:00:00,674.1666666666666
2010-01-25 07:00:00,1346.0000000000002
2010-01-25 08:00:00,409.83333333333326
2010-01-25 09:00:00,278.3666666666668
2010-01-25 10:00:00,281.06666666666655
2010-01-25 11:00:00,270.6000000000001
2010-01-25 12:00:00,300.7000000000001
2010-01-25 13:00:00,294.2666666666665
2010-01-25 14:00:00,270.53333333333325
2010-01-25 15:00:00,279.36666666666673
2010-01-25 16:00:00,300.49999999999994
2010-01-25 17:00:00,610.3666666666667
2010-01-25 18:00:00,665.3666666666667
2010-01-25 19:00:00,2107.333333333333
2010-01-25 20:00:00,1304.9666666666667
2010-01-25 21:00:00,1430.5999999999995
2010-01-25 22:00:00,1185.1333333333334
2010-01-25 23:00:00,513.5999999999998
2010-01-26 00:00:00,431.9666666666666
2010-01-26 01:00:00,277.9
2010-01-26 02:00:00,264.26666666666665
2010-01-26 03:00:00,281.0666666666669
2010-01-26 04:00:00,283.8333333333333
2010-01-26 05:00:00,261.63333333333327
2010-01-26 06:00:00,726.3666666666669
2010-01-26 07:00:00,832.6
2010-01-26 08:00:00,1333.6666666666665
2010-01-26 09:00:00,640.1000000000001
2010-01-26 10:00:00,703.5333333333334
2010-01-26 11:00:00,557.3000000000002
2010-01-26 12:00:00,819.2000000000003
2010-01-26 13:00:00,970.6666666666667
2010-01-26 14:00:00,762.3999999999997
2010-01-26 15:00:00,735.8666666666669
2010-01-26 16:00:00,572.3000000000002
2010-01-26 17:00:00,1095.1666666666665
2010-01-26 18:00:00,1660.9000000000005
2010-01-26 19:00:00,1208.3000000000004
2010-01-26 20:00:00,1170.4333333333334
2010-01-26 21:00:00,494.5333333333333
2010-01-26 22:00:00,369.4333333333333
2010-01-26 23:00:00,841.9666666666667
2010-01-27 00:00:00,355.6666666666668
2010-01-27 01:00:00,282.96666666666664
2010-01-27 02:00:00,275.49999999999994
2010-01-27 03:00:00,285.8
2010-01-27 04:00:00,284.16666666666674
2010-01-27 05:00:00,273.8666666666667
2010-01-27 06:00:00,651.5666666666665
2010-01-27 07:00:00,1145.0666666666666
2010-01-27 08:00:00,338.99999999999994
2010-01-27 09:00:00,274.06666666666666
2010-01-27 10:00:00,283.2000000000001
2010-01-27 11:00:00,387.0333333333333
2010-01-27 12:00:00,492.59999999999985
2010-01-27 13:00:00,411.8666666666668
2010-01-27 14:00:00,280.73333333333335
2010-01-27 15:00:00,446.19999999999993
2010-01-27 16:00:00,801.0999999999997
2010-01-27 17:00:00,1570.833333333333
2010-01-27 18:00:00,1610.6000000000006
2010-01-27 19:00:00,2521.4
2010-01-27 20:00:00,2090.7999999999993
2010-01-27 21:00:00,2055.0666666666666
2010-01-27 22:00:00,1756.6333333333334
2010-01-27 23:00:00,538.3000000000002
2010-01-28 00:00:00,385.6
2010-01-28 01:00:00,293.5333333333333
2010-01-28 02:00:00,270.2666666666668
2010-01-28 03:00:00,283.73333333333335
2010-01-28 04:00:00,295.23333333333335
2010-01-28 05:00:00,278.86666666666673
2010-01-28 06:00:00,859.8000000000002
2010-01-28 07:00:00,1112.2
2010-01-28 08:00:00,799.6999999999997
2010-01-28 09:00:00,273.1333333333333
2010-01-28 10:00:00,298.26666666666665
2010-01-28 11:00:00,301.1666666666667
2010-01-28 12:00:00,281.9
2010-01-28 13:00:00,286.5333333333333
2010-01-28 14:00:00,304.9333333333331
2010-01-28 15:00:00,284.19999999999993
2010-01-28 16:00:00,619.1666666666666
2010-01-28 17:00:00,1148.2666666666667
2010-01-28 18:00:00,2033.4999999999993
2010-01-28 19:00:00,1918.966666666667
2010-01-28 20:00:00,1912.1333333333332
2010-01-28 21:00:00,1400.6999999999996
2010-01-28 22:00:00,1294.9000000000005
2010-01-28 23:00:00,710.8666666666667
2010-01-29 00:00:00,310.33333333333337
2010-01-29 01:00:00,274.6333333333333
2010-01-29 02:00:00,294.5666666666665
2010-01-29 03:00:00,293.8666666666667
2010-01-29 04:00:00,277.43333333333334
2010-01-29 05:00:00,280.00000000000017
2010-01-29 06:00:00,714.5
2010-01-29 07:00:00,1302.7666666666662
